## COIN ASSISTANT BACKUP v2 ##
name,Simulação 5 Anos (Teste de Estresse)
description,Dados Históricos de 2021 a 2025
goal_daily_2021,70
goal_weekly_2021,490
goal_annual_2021,25000
goal_daily_2022,75
goal_weekly_2022,525
goal_annual_2022,28000
goal_daily_2023,80
goal_weekly_2023,560
goal_annual_2023,31000
goal_daily_2024,85
goal_weekly_2024,595
goal_annual_2024,34000
goal_daily_2025,90
goal_weekly_2025,630
goal_annual_2025,37000
## ROWS ##
date,value,description,entryType,monthlyValue,monthCount,period_start,period_end
2025-04-10,349.89,PIX/Cartão Receita Diária,revenue,,,,
2025-04-11,451.8,PIX/Cartão Receita Diária,revenue,,,,
2025-04-12,433.99,PIX/Cartão Receita Diária,revenue,,,,
2025-04-13,298.8,PIX/Cartão Receita Diária,revenue,,,,
2025-04-15,456.93,PIX/Cartão Receita Diária,revenue,,,,
2025-04-16,338.66,PIX/Cartão Receita Diária,revenue,,,,
2025-04-17,323.28,PIX/Cartão Receita Diária,revenue,,,,
2025-04-18,170.73,PIX/Cartão Receita Diária,revenue,,,,
2025-04-19,474.77,PIX/Cartão Receita Diária,revenue,,,,
2025-04-20,471.43,PIX/Cartão Receita Diária,revenue,,,,
2025-04-22,290.85,PIX/Cartão Receita Diária,revenue,,,,
2025-04-23,155.05,PIX/Cartão Receita Diária,revenue,,,,
2025-04-24,434.19,PIX/Cartão Receita Diária,revenue,,,,
2025-04-26,338.19,PIX/Cartão Receita Diária,revenue,,,,
2025-04-28,200.13,PIX/Cartão Receita Diária,revenue,,,,
2025-04-29,452.29,PIX/Cartão Receita Diária,revenue,,,,
2025-04-26,1731.5,Aporte Investimento 4/2025,deposit,,,,
2025-05-02,164.24,PIX/Cartão Receita Diária,revenue,,,,
2025-05-03,326.32,PIX/Cartão Receita Diária,revenue,,,,
2025-05-06,288.61,PIX/Cartão Receita Diária,revenue,,,,
2025-05-07,417.92,PIX/Cartão Receita Diária,revenue,,,,
2025-05-11,290.29,PIX/Cartão Receita Diária,revenue,,,,
2025-05-12,289.49,PIX/Cartão Receita Diária,revenue,,,,
2025-05-13,471.5,PIX/Cartão Receita Diária,revenue,,,,
2025-05-14,343.12,PIX/Cartão Receita Diária,revenue,,,,
2025-05-15,419.36,PIX/Cartão Receita Diária,revenue,,,,
2025-05-16,274.44,PIX/Cartão Receita Diária,revenue,,,,
2025-05-17,409.23,PIX/Cartão Receita Diária,revenue,,,,
2025-05-18,350.93,PIX/Cartão Receita Diária,revenue,,,,
2025-05-20,413.85,PIX/Cartão Receita Diária,revenue,,,,
2025-05-21,447.39,PIX/Cartão Receita Diária,revenue,,,,
2025-05-22,228.83,PIX/Cartão Receita Diária,revenue,,,,
2025-05-25,222.44,PIX/Cartão Receita Diária,revenue,,,,
2025-05-28,220.48,PIX/Cartão Receita Diária,revenue,,,,
2025-05-29,398.43,PIX/Cartão Receita Diária,revenue,,,,
2025-05-30,447.74,PIX/Cartão Receita Diária,revenue,,,,
2025-05-31,216.53,PIX/Cartão Receita Diária,revenue,,,,
2025-05-28,1619.68,Aporte Investimento 5/2025,deposit,,,,
2025-06-01,185.21,PIX/Cartão Receita Diária,revenue,,,,
2025-06-02,398.95,PIX/Cartão Receita Diária,revenue,,,,
2025-06-03,238.42,PIX/Cartão Receita Diária,revenue,,,,
2025-06-04,150.99,PIX/Cartão Receita Diária,revenue,,,,
2025-06-05,280.61,PIX/Cartão Receita Diária,revenue,,,,
2025-06-06,242.32,PIX/Cartão Receita Diária,revenue,,,,
2025-06-07,202.53,PIX/Cartão Receita Diária,revenue,,,,
2025-06-08,346.57,PIX/Cartão Receita Diária,revenue,,,,
2025-06-09,398.48,PIX/Cartão Receita Diária,revenue,,,,
2025-06-10,250.19,PIX/Cartão Receita Diária,revenue,,,,
2025-06-12,282.6,PIX/Cartão Receita Diária,revenue,,,,
2025-06-13,356.34,PIX/Cartão Receita Diária,revenue,,,,
2025-06-14,156.59,PIX/Cartão Receita Diária,revenue,,,,
2025-06-17,388.75,PIX/Cartão Receita Diária,revenue,,,,
2025-06-18,360.33,PIX/Cartão Receita Diária,revenue,,,,
2025-06-20,459.9,PIX/Cartão Receita Diária,revenue,,,,
2025-06-21,453.11,PIX/Cartão Receita Diária,revenue,,,,
2025-06-22,204.74,PIX/Cartão Receita Diária,revenue,,,,
2025-06-23,443.81,PIX/Cartão Receita Diária,revenue,,,,
2025-06-24,315.55,PIX/Cartão Receita Diária,revenue,,,,
2025-06-25,303.89,PIX/Cartão Receita Diária,revenue,,,,
2025-06-26,185.18,PIX/Cartão Receita Diária,revenue,,,,
2025-06-27,456.36,PIX/Cartão Receita Diária,revenue,,,,
2025-06-28,329.68,PIX/Cartão Receita Diária,revenue,,,,
2025-06-29,443.99,PIX/Cartão Receita Diária,revenue,,,,
2025-06-26,1675.43,Aporte Investimento 6/2025,deposit,,,,
2025-06-11,438.94,Manutenção Extra,expense,438.94,1,,
2025-07-01,367.19,PIX/Cartão Receita Diária,revenue,,,,
2025-07-02,247.68,PIX/Cartão Receita Diária,revenue,,,,
2025-07-03,314.6,PIX/Cartão Receita Diária,revenue,,,,
2025-07-04,340.35,PIX/Cartão Receita Diária,revenue,,,,
2025-07-05,208.09,PIX/Cartão Receita Diária,revenue,,,,
2025-07-06,225.64,PIX/Cartão Receita Diária,revenue,,,,
2025-07-07,333.81,PIX/Cartão Receita Diária,revenue,,,,
2025-07-12,180.01,PIX/Cartão Receita Diária,revenue,,,,
2025-07-14,307.31,PIX/Cartão Receita Diária,revenue,,,,
2025-07-15,214.97,PIX/Cartão Receita Diária,revenue,,,,
2025-07-16,249.89,PIX/Cartão Receita Diária,revenue,,,,
2025-07-17,199.56,PIX/Cartão Receita Diária,revenue,,,,
2025-07-19,292.11,PIX/Cartão Receita Diária,revenue,,,,
2025-07-21,321.83,PIX/Cartão Receita Diária,revenue,,,,
2025-07-22,208.67,PIX/Cartão Receita Diária,revenue,,,,
2025-07-23,154.58,PIX/Cartão Receita Diária,revenue,,,,
2025-07-25,234.99,PIX/Cartão Receita Diária,revenue,,,,
2025-07-30,347.67,PIX/Cartão Receita Diária,revenue,,,,
2025-07-31,232.0,PIX/Cartão Receita Diária,revenue,,,,
2025-07-25,827.39,Aporte Investimento 7/2025,deposit,,,,
2025-08-03,263.47,PIX/Cartão Receita Diária,revenue,,,,
2025-08-04,224.79,PIX/Cartão Receita Diária,revenue,,,,
2025-08-05,247.34,PIX/Cartão Receita Diária,revenue,,,,
2025-08-06,404.06,PIX/Cartão Receita Diária,revenue,,,,
2025-08-07,158.3,PIX/Cartão Receita Diária,revenue,,,,
2025-08-08,363.47,PIX/Cartão Receita Diária,revenue,,,,
2025-08-09,269.58,PIX/Cartão Receita Diária,revenue,,,,
2025-08-10,246.28,PIX/Cartão Receita Diária,revenue,,,,
2025-08-11,397.56,PIX/Cartão Receita Diária,revenue,,,,
2025-08-12,294.5,PIX/Cartão Receita Diária,revenue,,,,
2025-08-13,423.21,PIX/Cartão Receita Diária,revenue,,,,
2025-08-15,196.69,PIX/Cartão Receita Diária,revenue,,,,
2025-08-16,473.76,PIX/Cartão Receita Diária,revenue,,,,
2025-08-17,216.66,PIX/Cartão Receita Diária,revenue,,,,
2025-08-18,184.32,PIX/Cartão Receita Diária,revenue,,,,
2025-08-19,462.9,PIX/Cartão Receita Diária,revenue,,,,
2025-08-22,229.78,PIX/Cartão Receita Diária,revenue,,,,
2025-08-23,344.37,PIX/Cartão Receita Diária,revenue,,,,
2025-08-24,215.27,PIX/Cartão Receita Diária,revenue,,,,
2025-08-25,394.02,PIX/Cartão Receita Diária,revenue,,,,
2025-08-26,366.62,PIX/Cartão Receita Diária,revenue,,,,
2025-08-27,222.55,PIX/Cartão Receita Diária,revenue,,,,
2025-08-29,212.77,PIX/Cartão Receita Diária,revenue,,,,
2025-08-30,445.54,PIX/Cartão Receita Diária,revenue,,,,
2025-08-31,444.19,PIX/Cartão Receita Diária,revenue,,,,
2025-08-26,1687.23,Aporte Investimento 8/2025,deposit,,,,
2025-08-04,1504.55,Manutenção Extra,expense,1504.55,1,,
2025-09-01,282.94,PIX/Cartão Receita Diária,revenue,,,,
2025-09-02,269.8,PIX/Cartão Receita Diária,revenue,,,,
2025-09-03,164.78,PIX/Cartão Receita Diária,revenue,,,,
2025-09-04,377.51,PIX/Cartão Receita Diária,revenue,,,,
2025-09-06,233.25,PIX/Cartão Receita Diária,revenue,,,,
2025-09-08,205.47,PIX/Cartão Receita Diária,revenue,,,,
2025-09-09,344.05,PIX/Cartão Receita Diária,revenue,,,,
2025-09-10,259.87,PIX/Cartão Receita Diária,revenue,,,,
2025-09-11,260.73,PIX/Cartão Receita Diária,revenue,,,,
2025-09-12,358.22,PIX/Cartão Receita Diária,revenue,,,,
2025-09-13,403.22,PIX/Cartão Receita Diária,revenue,,,,
2025-09-15,417.48,PIX/Cartão Receita Diária,revenue,,,,
2025-09-16,255.92,PIX/Cartão Receita Diária,revenue,,,,
2025-09-17,344.66,PIX/Cartão Receita Diária,revenue,,,,
2025-09-18,413.96,PIX/Cartão Receita Diária,revenue,,,,
2025-09-19,308.09,PIX/Cartão Receita Diária,revenue,,,,
2025-09-20,300.52,PIX/Cartão Receita Diária,revenue,,,,
2025-09-22,278.25,PIX/Cartão Receita Diária,revenue,,,,
2025-09-23,299.39,PIX/Cartão Receita Diária,revenue,,,,
2025-09-26,375.45,PIX/Cartão Receita Diária,revenue,,,,
2025-09-29,288.18,PIX/Cartão Receita Diária,revenue,,,,
2025-09-30,378.73,PIX/Cartão Receita Diária,revenue,,,,
2025-09-26,807.18,Aporte Investimento 9/2025,deposit,,,,
2025-09-05,862.25,Manutenção Extra,expense,862.25,1,,
2025-10-02,216.74,PIX/Cartão Receita Diária,revenue,,,,
2025-10-03,428.65,PIX/Cartão Receita Diária,revenue,,,,
2025-10-05,462.9,PIX/Cartão Receita Diária,revenue,,,,
2025-10-06,240.31,PIX/Cartão Receita Diária,revenue,,,,
2025-10-08,239.95,PIX/Cartão Receita Diária,revenue,,,,
2025-10-09,418.84,PIX/Cartão Receita Diária,revenue,,,,
2025-10-11,477.38,PIX/Cartão Receita Diária,revenue,,,,
2025-10-12,241.99,PIX/Cartão Receita Diária,revenue,,,,
2025-10-13,261.03,PIX/Cartão Receita Diária,revenue,,,,
2025-10-15,189.37,PIX/Cartão Receita Diária,revenue,,,,
2025-10-16,243.35,PIX/Cartão Receita Diária,revenue,,,,
2025-10-17,209.41,PIX/Cartão Receita Diária,revenue,,,,
2025-10-19,448.2,PIX/Cartão Receita Diária,revenue,,,,
2025-10-20,185.29,PIX/Cartão Receita Diária,revenue,,,,
2025-10-21,464.31,PIX/Cartão Receita Diária,revenue,,,,
2025-10-22,440.91,PIX/Cartão Receita Diária,revenue,,,,
2025-10-23,377.94,PIX/Cartão Receita Diária,revenue,,,,
2025-10-25,222.15,PIX/Cartão Receita Diária,revenue,,,,
2025-10-26,231.66,PIX/Cartão Receita Diária,revenue,,,,
2025-10-27,350.46,PIX/Cartão Receita Diária,revenue,,,,
2025-10-29,395.9,PIX/Cartão Receita Diária,revenue,,,,
2025-10-30,215.68,PIX/Cartão Receita Diária,revenue,,,,
2025-10-28,1351.62,Aporte Investimento 10/2025,deposit,,,,
2025-11-01,420.35,PIX/Cartão Receita Diária,revenue,,,,
2025-11-04,293.09,PIX/Cartão Receita Diária,revenue,,,,
2025-11-05,349.4,PIX/Cartão Receita Diária,revenue,,,,
2025-11-09,371.5,PIX/Cartão Receita Diária,revenue,,,,
2025-11-10,373.55,PIX/Cartão Receita Diária,revenue,,,,
2025-11-11,178.68,PIX/Cartão Receita Diária,revenue,,,,
2025-11-12,413.65,PIX/Cartão Receita Diária,revenue,,,,
2025-11-13,337.81,PIX/Cartão Receita Diária,revenue,,,,
2025-11-14,446.6,PIX/Cartão Receita Diária,revenue,,,,
2025-11-16,339.61,PIX/Cartão Receita Diária,revenue,,,,
2025-11-17,405.5,PIX/Cartão Receita Diária,revenue,,,,
2025-11-20,388.78,PIX/Cartão Receita Diária,revenue,,,,
2025-11-21,476.44,PIX/Cartão Receita Diária,revenue,,,,
2025-11-22,280.81,PIX/Cartão Receita Diária,revenue,,,,
2025-11-23,460.78,PIX/Cartão Receita Diária,revenue,,,,
2025-11-26,412.66,PIX/Cartão Receita Diária,revenue,,,,
2025-11-27,180.46,PIX/Cartão Receita Diária,revenue,,,,
2025-11-28,333.52,PIX/Cartão Receita Diária,revenue,,,,
2025-11-29,341.39,PIX/Cartão Receita Diária,revenue,,,,
2025-11-30,174.23,PIX/Cartão Receita Diária,revenue,,,,
2025-11-28,1300.93,Aporte Investimento 11/2025,deposit,,,,
2025-12-01,466.63,PIX/Cartão Receita Diária,revenue,,,,
2025-12-02,228.37,PIX/Cartão Receita Diária,revenue,,,,
2025-12-03,228.79,PIX/Cartão Receita Diária,revenue,,,,
2025-12-04,467.57,PIX/Cartão Receita Diária,revenue,,,,
2025-12-05,151.85,PIX/Cartão Receita Diária,revenue,,,,
2025-12-06,462.47,PIX/Cartão Receita Diária,revenue,,,,
2025-12-07,223.88,PIX/Cartão Receita Diária,revenue,,,,
2025-12-09,159.97,PIX/Cartão Receita Diária,revenue,,,,
2025-12-11,365.9,PIX/Cartão Receita Diária,revenue,,,,
2025-12-12,394.95,PIX/Cartão Receita Diária,revenue,,,,
2025-12-13,384.27,PIX/Cartão Receita Diária,revenue,,,,
2025-12-15,224.77,PIX/Cartão Receita Diária,revenue,,,,
2025-12-17,401.49,PIX/Cartão Receita Diária,revenue,,,,
2025-12-19,398.16,PIX/Cartão Receita Diária,revenue,,,,
2025-12-20,368.88,PIX/Cartão Receita Diária,revenue,,,,
2025-12-21,290.78,PIX/Cartão Receita Diária,revenue,,,,
2025-12-22,248.66,PIX/Cartão Receita Diária,revenue,,,,
2025-12-23,414.54,PIX/Cartão Receita Diária,revenue,,,,
2025-12-24,384.41,PIX/Cartão Receita Diária,revenue,,,,
2025-12-25,356.65,PIX/Cartão Receita Diária,revenue,,,,
2025-12-26,365.57,PIX/Cartão Receita Diária,revenue,,,,
2025-12-27,299.87,PIX/Cartão Receita Diária,revenue,,,,
2025-12-28,364.65,PIX/Cartão Receita Diária,revenue,,,,
2025-12-30,337.79,PIX/Cartão Receita Diária,revenue,,,,
2025-12-31,393.84,PIX/Cartão Receita Diária,revenue,,,,
2025-12-27,1659.43,Aporte Investimento 12/2025,deposit,,,,
2025-12-02,988.03,Manutenção Extra,expense,988.03,1,,
