date,value,description,entryType,category,tags,metadata_json
2021-04-27,279.00,"Abastecimento Posto Ipiranga CAR01 (124000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":124000}"
2021-05-05,90000.00,"Faturamento PME Mensal 5/2021",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":140000,""receita_bruta_12"":1080000}"
2021-05-08,10500.00,"Folha Pro-Labore Administrador 5/2021",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":140000,""receita_bruta_12"":1080000}"
2021-05-12,2840.00,"Financiamento Imóvel SAC Parcela 65/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":65,""interest_paid"":840}"
2021-05-18,5000.00,"Aporte Fundo Offshore Swissquote 5/2021",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2021-05-14,265.00,"Abastecimento Posto Shell CAR01 (124850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":124850}"
2021-05-27,285.00,"Abastecimento Posto Ipiranga CAR01 (125750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":125750}"
2021-06-05,85000.00,"Faturamento PME Mensal 6/2021",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":140000,""receita_bruta_12"":1020000}"
2021-06-08,10500.00,"Folha Pro-Labore Administrador 6/2021",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":140000,""receita_bruta_12"":1020000}"
2021-06-12,2825.00,"Financiamento Imóvel SAC Parcela 66/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":66,""interest_paid"":825}"
2021-06-18,5000.00,"Aporte Fundo Offshore Swissquote 6/2021",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2021-06-14,270.00,"Abastecimento Posto Shell CAR01 (126600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":126600}"
2021-06-27,291.00,"Abastecimento Posto Ipiranga CAR01 (127500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":127500}"
2021-06-22,5500.00,"Depósito Judicial Trabalhista (ADC 58) Q2/2021",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2020-04-10"",""data_vencimento"":""2021-01-15""}"
2021-07-05,87500.00,"Faturamento PME Mensal 7/2021",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":140000,""receita_bruta_12"":1050000}"
2021-07-08,10500.00,"Folha Pro-Labore Administrador 7/2021",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":140000,""receita_bruta_12"":1050000}"
2021-07-12,2810.00,"Financiamento Imóvel SAC Parcela 67/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":67,""interest_paid"":810}"
2021-07-18,5000.00,"Aporte Fundo Offshore Swissquote 7/2021",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2021-07-14,275.00,"Abastecimento Posto Shell CAR01 (128350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":128350}"
2021-07-27,297.00,"Abastecimento Posto Ipiranga CAR01 (129250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":129250}"
2021-08-05,90000.00,"Faturamento PME Mensal 8/2021",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":140000,""receita_bruta_12"":1080000}"
2021-08-08,10500.00,"Folha Pro-Labore Administrador 8/2021",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":140000,""receita_bruta_12"":1080000}"
2021-08-12,2795.00,"Financiamento Imóvel SAC Parcela 68/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":68,""interest_paid"":795}"
2021-08-18,5000.00,"Aporte Fundo Offshore Swissquote 8/2021",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2021-08-14,280.00,"Abastecimento Posto Shell CAR01 (130100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":130100}"
2021-08-27,303.00,"Abastecimento Posto Ipiranga CAR01 (131000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":131000}"
2021-09-05,85000.00,"Faturamento PME Mensal 9/2021",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":140000,""receita_bruta_12"":1020000}"
2021-09-08,10500.00,"Folha Pro-Labore Administrador 9/2021",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":140000,""receita_bruta_12"":1020000}"
2021-09-12,2780.00,"Financiamento Imóvel SAC Parcela 69/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":69,""interest_paid"":780}"
2021-09-18,5000.00,"Aporte Fundo Offshore Swissquote 9/2021",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2021-09-14,285.00,"Abastecimento Posto Shell CAR01 (131850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":131850}"
2021-09-27,309.00,"Abastecimento Posto Ipiranga CAR01 (132750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":132750}"
2021-09-22,5500.00,"Depósito Judicial Trabalhista (ADC 58) Q3/2021",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2020-04-10"",""data_vencimento"":""2021-01-15""}"
2021-10-05,87500.00,"Faturamento PME Mensal 10/2021",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":140000,""receita_bruta_12"":1050000}"
2021-10-08,10500.00,"Folha Pro-Labore Administrador 10/2021",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":140000,""receita_bruta_12"":1050000}"
2021-10-12,2765.00,"Financiamento Imóvel SAC Parcela 70/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":70,""interest_paid"":765}"
2021-10-18,5000.00,"Aporte Fundo Offshore Swissquote 10/2021",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2021-10-14,290.00,"Abastecimento Posto Shell CAR01 (133600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":133600}"
2021-10-27,315.00,"Abastecimento Posto Ipiranga CAR01 (134500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":134500}"
2021-11-05,90000.00,"Faturamento PME Mensal 11/2021",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":140000,""receita_bruta_12"":1080000}"
2021-11-08,10500.00,"Folha Pro-Labore Administrador 11/2021",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":140000,""receita_bruta_12"":1080000}"
2021-11-12,2750.00,"Financiamento Imóvel SAC Parcela 71/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":71,""interest_paid"":750}"
2021-11-18,5000.00,"Aporte Fundo Offshore Swissquote 11/2021",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2021-11-14,295.00,"Abastecimento Posto Shell CAR01 (135350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":135350}"
2021-11-27,321.00,"Abastecimento Posto Ipiranga CAR01 (136250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":136250}"
2021-12-05,85000.00,"Faturamento PME Mensal 12/2021",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":140000,""receita_bruta_12"":1020000}"
2021-12-08,10500.00,"Folha Pro-Labore Administrador 12/2021",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":140000,""receita_bruta_12"":1020000}"
2021-12-12,2735.00,"Financiamento Imóvel SAC Parcela 72/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":72,""interest_paid"":735}"
2021-12-18,5000.00,"Aporte Fundo Offshore Swissquote 12/2021",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2021-12-14,300.00,"Abastecimento Posto Shell CAR01 (137100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":137100}"
2021-12-27,327.00,"Abastecimento Posto Ipiranga CAR01 (138000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":138000}"
2021-12-22,5500.00,"Depósito Judicial Trabalhista (ADC 58) Q4/2021",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2020-04-10"",""data_vencimento"":""2021-01-15""}"
2022-01-05,95500.00,"Faturamento PME Mensal 1/2022",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":152000,""receita_bruta_12"":1146000}"
2022-01-08,11400.00,"Folha Pro-Labore Administrador 1/2022",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":152000,""receita_bruta_12"":1146000}"
2022-01-12,2720.00,"Financiamento Imóvel SAC Parcela 73/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":73,""interest_paid"":720}"
2022-01-18,5500.00,"Aporte Fundo Offshore Swissquote 1/2022",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2022-01-14,245.00,"Abastecimento Posto Shell CAR01 (138850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":138850}"
2022-01-27,261.00,"Abastecimento Posto Ipiranga CAR01 (139750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":139750}"
2022-02-05,98000.00,"Faturamento PME Mensal 2/2022",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":152000,""receita_bruta_12"":1176000}"
2022-02-08,11400.00,"Folha Pro-Labore Administrador 2/2022",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":152000,""receita_bruta_12"":1176000}"
2022-02-12,2705.00,"Financiamento Imóvel SAC Parcela 74/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":74,""interest_paid"":705}"
2022-02-18,5500.00,"Aporte Fundo Offshore Swissquote 2/2022",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2022-02-14,250.00,"Abastecimento Posto Shell CAR01 (140600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":140600}"
2022-02-27,267.00,"Abastecimento Posto Ipiranga CAR01 (141500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":141500}"
2022-03-05,93000.00,"Faturamento PME Mensal 3/2022",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":152000,""receita_bruta_12"":1116000}"
2022-03-08,11400.00,"Folha Pro-Labore Administrador 3/2022",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":152000,""receita_bruta_12"":1116000}"
2022-03-12,2690.00,"Financiamento Imóvel SAC Parcela 75/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":75,""interest_paid"":690}"
2022-03-18,5500.00,"Aporte Fundo Offshore Swissquote 3/2022",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2022-03-14,255.00,"Abastecimento Posto Shell CAR01 (142350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":142350}"
2022-03-27,273.00,"Abastecimento Posto Ipiranga CAR01 (143250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":143250}"
2022-03-22,5900.00,"Depósito Judicial Trabalhista (ADC 58) Q1/2022",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2021-04-10"",""data_vencimento"":""2022-01-15""}"
2022-04-05,95500.00,"Faturamento PME Mensal 4/2022",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":152000,""receita_bruta_12"":1146000}"
2022-04-08,11400.00,"Folha Pro-Labore Administrador 4/2022",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":152000,""receita_bruta_12"":1146000}"
2022-04-12,2675.00,"Financiamento Imóvel SAC Parcela 76/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":76,""interest_paid"":675}"
2022-04-18,5500.00,"Aporte Fundo Offshore Swissquote 4/2022",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2022-04-14,260.00,"Abastecimento Posto Shell CAR01 (144100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":144100}"
2022-04-27,279.00,"Abastecimento Posto Ipiranga CAR01 (145000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":145000}"
2022-05-05,98000.00,"Faturamento PME Mensal 5/2022",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":152000,""receita_bruta_12"":1176000}"
2022-05-08,11400.00,"Folha Pro-Labore Administrador 5/2022",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":152000,""receita_bruta_12"":1176000}"
2022-05-12,2660.00,"Financiamento Imóvel SAC Parcela 77/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":77,""interest_paid"":660}"
2022-05-18,5500.00,"Aporte Fundo Offshore Swissquote 5/2022",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2022-05-14,265.00,"Abastecimento Posto Shell CAR01 (145850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":145850}"
2022-05-27,285.00,"Abastecimento Posto Ipiranga CAR01 (146750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":146750}"
2022-06-05,93000.00,"Faturamento PME Mensal 6/2022",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":152000,""receita_bruta_12"":1116000}"
2022-06-08,11400.00,"Folha Pro-Labore Administrador 6/2022",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":152000,""receita_bruta_12"":1116000}"
2022-06-12,2645.00,"Financiamento Imóvel SAC Parcela 78/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":78,""interest_paid"":645}"
2022-06-18,5500.00,"Aporte Fundo Offshore Swissquote 6/2022",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2022-06-14,270.00,"Abastecimento Posto Shell CAR01 (147600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":147600}"
2022-06-27,291.00,"Abastecimento Posto Ipiranga CAR01 (148500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":148500}"
2022-06-22,5900.00,"Depósito Judicial Trabalhista (ADC 58) Q2/2022",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2021-04-10"",""data_vencimento"":""2022-01-15""}"
2022-07-05,95500.00,"Faturamento PME Mensal 7/2022",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":152000,""receita_bruta_12"":1146000}"
2022-07-08,11400.00,"Folha Pro-Labore Administrador 7/2022",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":152000,""receita_bruta_12"":1146000}"
2022-07-12,2630.00,"Financiamento Imóvel SAC Parcela 79/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":79,""interest_paid"":630}"
2022-07-18,5500.00,"Aporte Fundo Offshore Swissquote 7/2022",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2022-07-14,275.00,"Abastecimento Posto Shell CAR01 (149350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":149350}"
2022-07-27,297.00,"Abastecimento Posto Ipiranga CAR01 (150250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":150250}"
2022-08-05,98000.00,"Faturamento PME Mensal 8/2022",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":152000,""receita_bruta_12"":1176000}"
2022-08-08,11400.00,"Folha Pro-Labore Administrador 8/2022",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":152000,""receita_bruta_12"":1176000}"
2022-08-12,2615.00,"Financiamento Imóvel SAC Parcela 80/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":80,""interest_paid"":615}"
2022-08-18,5500.00,"Aporte Fundo Offshore Swissquote 8/2022",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2022-08-14,280.00,"Abastecimento Posto Shell CAR01 (151100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":151100}"
2022-08-27,303.00,"Abastecimento Posto Ipiranga CAR01 (152000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":152000}"
2022-09-05,93000.00,"Faturamento PME Mensal 9/2022",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":152000,""receita_bruta_12"":1116000}"
2022-09-08,11400.00,"Folha Pro-Labore Administrador 9/2022",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":152000,""receita_bruta_12"":1116000}"
2022-09-12,2600.00,"Financiamento Imóvel SAC Parcela 81/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":81,""interest_paid"":600}"
2022-09-18,5500.00,"Aporte Fundo Offshore Swissquote 9/2022",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2022-09-14,285.00,"Abastecimento Posto Shell CAR01 (152850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":152850}"
2022-09-27,309.00,"Abastecimento Posto Ipiranga CAR01 (153750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":153750}"
2022-09-22,5900.00,"Depósito Judicial Trabalhista (ADC 58) Q3/2022",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2021-04-10"",""data_vencimento"":""2022-01-15""}"
2022-10-05,95500.00,"Faturamento PME Mensal 10/2022",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":152000,""receita_bruta_12"":1146000}"
2022-10-08,11400.00,"Folha Pro-Labore Administrador 10/2022",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":152000,""receita_bruta_12"":1146000}"
2022-10-12,2585.00,"Financiamento Imóvel SAC Parcela 82/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":82,""interest_paid"":585}"
2022-10-18,5500.00,"Aporte Fundo Offshore Swissquote 10/2022",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2022-10-14,290.00,"Abastecimento Posto Shell CAR01 (154600 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":154600}"
2022-10-27,315.00,"Abastecimento Posto Ipiranga CAR01 (155500 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":155500}"
2022-11-05,98000.00,"Faturamento PME Mensal 11/2022",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":152000,""receita_bruta_12"":1176000}"
2022-11-08,11400.00,"Folha Pro-Labore Administrador 11/2022",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":152000,""receita_bruta_12"":1176000}"
2022-11-12,2570.00,"Financiamento Imóvel SAC Parcela 83/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":83,""interest_paid"":570}"
2022-11-18,5500.00,"Aporte Fundo Offshore Swissquote 11/2022",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2022-11-14,295.00,"Abastecimento Posto Shell CAR01 (156350 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":156350}"
2022-11-27,321.00,"Abastecimento Posto Ipiranga CAR01 (157250 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":157250}"
2022-12-05,93000.00,"Faturamento PME Mensal 12/2022",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":152000,""receita_bruta_12"":1116000}"
2022-12-08,11400.00,"Folha Pro-Labore Administrador 12/2022",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":152000,""receita_bruta_12"":1116000}"
2022-12-12,2555.00,"Financiamento Imóvel SAC Parcela 84/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":84,""interest_paid"":555}"
2022-12-18,5500.00,"Aporte Fundo Offshore Swissquote 12/2022",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2022-12-14,300.00,"Abastecimento Posto Shell CAR01 (158100 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":158100}"
2022-12-27,327.00,"Abastecimento Posto Ipiranga CAR01 (159000 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":159000}"
2022-12-22,5900.00,"Depósito Judicial Trabalhista (ADC 58) Q4/2022",deposit,"Ações Judiciais","taxa_legal,adc_58,simples_nacional","{""data_ajuizamento"":""2021-04-10"",""data_vencimento"":""2022-01-15""}"
2023-01-05,103500.00,"Faturamento PME Mensal 1/2023",revenue,"Receita de Vendas","ncg,welford,rolling_margin","{""massa_salarial_12"":164000,""receita_bruta_12"":1242000}"
2023-01-08,12300.00,"Folha Pro-Labore Administrador 1/2023",expense,"Retiradas","fator_r,irpf_2026,simples_nacional","{""massa_salarial_12"":164000,""receita_bruta_12"":1242000}"
2023-01-12,2540.00,"Financiamento Imóvel SAC Parcela 85/120",expense,"Imóveis","sistema_sac,cap_rate,ross_heidecke","{""property_value"":350000,""monthly_rent"":2100,""installment_no"":85,""interest_paid"":540}"
2023-01-18,6000.00,"Aporte Fundo Offshore Swissquote 1/2023",deposit,"Investimentos Externos","fbar,fatca,sankey,monte_carlo","{""jurisdicao_pais"":""Suiça"",""moeda"":""USD""}"
2023-01-14,245.00,"Abastecimento Posto Shell CAR01 (159850 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":159850}"
2023-01-27,261.00,"Abastecimento Posto Ipiranga CAR01 (160750 km)",expense,"Frotas & Veículos","cpk,weibull,ubi,tco_vehicle","{""idveiculo"":""CAR01"",""perfil_msrp"":65000,""odometer"":160750}"
